Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
42010102	冲锋物理-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11WuliHit01						1			1					0	0	0										0							0	3		0.2	0.1	420101021	420120	420121				420103		420114		0	HitCase		1						0	1													
42010202	冲锋火-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11HuoHit01						1			1					0	0	0										0							0	3		0.2	0.1	420102021	420120	420122	420010			420103		420114		0	HitCase		1						0	1													
42010302	冲锋雷-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11LeiHit01						1			1					0	0	0										0							0	3		0.2	0.1	420103021	420120	420123				420103		420114		0	HitCase		1						0	1													
42010402	冲锋冰-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11BingHit01						1			1					0	0	0										0							0	3		0.2	0.1	420104021	420120	420124				420103		420114		0	HitCase		1						0	1													
42010502	冲锋暗-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11AnHit01						1			1					0	0	0										0							0	3		0.2	0.1	420105021	420120	420125				420103		420114		0	HitCase		1						0	1													
42010602	冲锋物理-自控-2	2	1.5			0.3	0			4			0.5						1		FxPet2NiuonAtk11WuliHit01						1			1					0	0	0										0							0	3		0.2	0.1	420106021	420120	420121				420103		420114		0	HitCase		1						0	1													
42010702	冲锋火-自控-2	2	1.5			0.3	0			4			0.5						1		FxPet2NiuonAtk11HuoHit01						1			1					0	0	0										0							0	3		0.2	0.1	420107021	420120	420122	420010			420103		420114		0	HitCase		1						0	1													
42010802	冲锋雷-自控-2	2	1.5			0.3	0			4			0.5						1		FxPet2NiuonAtk11LeiHit01						1			1					0	0	0										0							0	3		0.2	0.1	420108021	420120	420123				420103		420114		0	HitCase		1						0	1													
42010902	冲锋冰-自控-2	2	1.5			0.3	0			4			0.5						1		FxPet2NiuonAtk11BingHit01						1			1					0	0	0										0							0	3		0.2	0.1	420109021	420120	420124				420103		420114		0	HitCase		1						0	1													
42011002	冲锋暗-自控-2	2	1.5			0.3	0			4			0.5						1		FxPet2NiuonAtk11AnHit01						1			1					0	0	0										0							0	3		0.2	0.1	420110021	420120	420125				420103		420114		0	HitCase		1						0	1													
42011601	重击物理-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13WuliHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420116011	420116	420120	420126			420113		420115		0	HitCase		1						0	1													
42011701	重击火-1	2	3			0.3	0			4			0.1						-1		FxPet2NiuonAtk13HuoHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420117011	420116	420120	420127	420010		420113		420115		0	HitCase		1						0	1													
42011801	重击雷-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13LeiHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420118011	420116	420120	420128			420113		420115		0	HitCase		1						0	1													
42011901	重击冰-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13BingHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420119011	420116	420120	420129			420113		420115		0	HitCase		1						0	1													
42012001	重击暗-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13AnHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420120011	420116	420120	420130			420113		420115		0	HitCase		1						0	1													
42012202	冲锋物理-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11WuliHit01						1			1					0	0	0										0							0	3		0.2	0.1	420122021	420140	420141				420103		420114		0	HitCase		1						0	1													
42012302	冲锋火-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11HuoHit01						1			1					0	0	0										0							0	3		0.2	0.1	420123021	420140	420142	420010			420103		420114		0	HitCase		1						0	1													
42012402	冲锋雷-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11LeiHit01						1			1					0	0	0										0							0	3		0.2	0.1	420124021	420140	420143				420103		420114		0	HitCase		1						0	1													
42012502	冲锋冰-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11BingHit01						1			1					0	0	0										0							0	3		0.2	0.1	420125021	420140	420144				420103		420114		0	HitCase		1						0	1													
42012602	冲锋暗-2	2	1.5			0.3	0			4			0.3						1		FxPet2NiuonAtk11AnHit01						1			1					0	0	0										0							0	3		0.2	0.1	420126021	420140	420145				420103		420114		0	HitCase		1						0	1													
42012701	重击物理-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13WuliHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420127011	420116	420140	420146			420113		420115		0	HitCase		1						0	1													
42012801	重击火-1	2	3			0.3	0			4			0.1						-1		FxPet2NiuonAtk13HuoHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420128011	420116	420140	420147	420010		420113		420115		0	HitCase		1						0	1													
42012901	重击雷-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13LeiHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420129011	420116	420140	420148			420113		420115		0	HitCase		1						0	1													
42013001	重击冰-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13BingHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420130011	420116	420140	420149			420113		420115		0	HitCase		1						0	1													
42013101	重击暗-1	2	1.5			0.3	0			4			0.1						-1		FxPet2NiuonAtk13AnHit01						-1			1					0	0	0										0							0	3		0.2	0.1	420131011	420116	420140	420150			420113		420115		0	HitCase		1						0	1													
42120208	定位冲刺伤害及顿帧	1	3	1.5			0			4			0.6						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421202081	411236									0	HitCase		1						0	1													
42120209	激光聚怪	2	9			-8	0			4			0.3						-1	1			0.01				-1			1					0	0	0										0							0	3		0.2	0.1		411246									0	HitCase		1						0	1													
42120210	激光伤害	2	5.5			-8	0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421202101	411206									0	HitCase		0						0	1											1		
42120308	定位冲刺伤害及顿帧	1	3	1.5			0			4			0.6						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421203081	411237									0	HitCase		1						0	1													
42120309	激光聚怪	2	7			-8	0			4			0.3						-1	1			0.01				-1			1					0	0	0										0							0	3		0.2	0.1		411246									0	HitCase		1						0	1													
42120310	激光伤害	2	5.5			-8	0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421203101	411207									0	HitCase		0						0	1											1		
42120408	定位冲刺伤害及顿帧	1	3	1.5			0			4			0.6						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421204081	411238									0	HitCase		1						0	1													
42120409	激光聚怪	2	7			-8	0			4			0.3						-1	1			0.01				-1			1					0	0	0										0							0	3		0.2	0.1		411246									0	HitCase		1						0	1													
42120410	激光伤害	2	5.5			-8	0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421204101	411208									0	HitCase		0						0	1											1		
42120508	定位冲刺伤害及顿帧	1	3	1.5			0			4			0.6						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421205081	411239									0	HitCase		1						0	1													
42120509	激光聚怪	2	7			-8	0			4			0.3						-1	1			0.01				-1			1					0	0	0										0							0	3		0.2	0.1		411246									0	HitCase		1						0	1													
42120510	激光伤害	2	5.5			-8	0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421205101	411209									0	HitCase		0						0	1											1		
42120608	定位冲刺伤害及顿帧	1	3	1.5			0			4			0.6						-1								-1			1					0	0	0										0							0	3		0.2	0.1	421206081	411240									0	HitCase		1						0	1													
