Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
4001				-1									40010							
4002				-1									40020							
4003				-1									40030							
4004				-1									40040							
4005				-1									40050							
4006				-1									40060							
4007				-1									40070							
4008				-1									40080							
4009				-1									40090							
4010				-1									40100							
4011				-1									40110							
4012				-1									40120							
4013				-1									40130							
4014				-1									40140							
4015				-1									40150							
4016				-1									40160							
4017				-1									40170							
4018				-1									40180							
4019				-1									40190							
4020				-1									40200							
4021				-1									40210							
4022				-1									40220							
4023				-1									40230							
4024				-1									40240							
4025				-1									40250							
4026				-1									40260							
4027				-1									40270							
4028				-1									40280							
4029				-1									40290							
4030				-1									40300							
4031				-1									40310							
4032				-1									40320							
4033				-1									40330							
4034				-1									40340							
4035				-1									40350							
4036				-1									40360							
4037				-1									40370							
