Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
411201			0	-1				1	0	4112010|4100120				FxPet3YuoffAtk51LoopDummy001	Bip001							
411202			0	-1				1	0	4112020			411202000									
411203			0	0				1	0	4112030			411203000									
411204			0	-1				1	0	4112040			411204000									
411205			0	-1				1	0	4112050			411205000									
411216			0	-1				1	0	4112160			411216000									
411217			0	-1				1	0	4112170			411217000									
411218			0	-1				1	0	4112180			411218000									
411219			0	-1				1	0	4112190			411219000					1				
411220			0	-1				2	0	4112200			411220000					1				
411221			0	-1				1	0	4112210			411221000									
411222			0	-1				1	0	4112220	4111230		411222000									
411223			0	-1				1	0	4112230				FxPet3YuoffPenqiDummy001	Dummy001							
411224			0	-1				1	0	4112240|411224	4112240|4112250|4112260|4112270			FxPet3YuoffStand02Dummy001	Dummy001							
411225			0	-1				1	0	4112250|411224	4112240|4112250|4112260|4112270			FxPet3YuoffStand03Dummy001	Dummy001							
411226			0	-1				1	0	4112260|411224	4112240|4112250|4112260|4112270			FxPet3YuoffStand04Dummy001	Dummy001							
411227			0	-1				1	0	4112270|411224	4112240|4112250|4112260|4112270			FxPet3YuoffStand05Dummy001	Dummy001							
411228			0	0				1	0	4112280	4112240|4112250|4112260|4112270											
411229			0	0				1	0	4112290	4112240|4112250|4112260|4112270		411229000									
411230			0	0				1	0	4112300	4100050		411230000					1				
411231			0	0				1	0	4112310	4112230							1				
411232			0	-1				1	0	4112320			411232000									
411233			0	-1				1	0	4112330			411233000									
411234			0	0				1	0	4112340			411234000									
411235			0	0				1	0	4112350			411235000									
411247			0	0.85				1	0	4112470|3			411247000					1				
411249			0	0				1	0	4112490			411249000									
411250			0	-1				1	0	4112500			411250000									
411251			0	0				1	0	4112510				FxPet3YuoffAtkHudunDummy001	Dummy001							
411252			0	-1				1	0	4112520				FxPet3YuonPenqiYuonPoint001	YuonPoint001							
411253			0	0				1	0	4112530	4112520											
411254			0	0				1	0	4112540			411254000					1				
411255			0	0				1	0	4112550			411255000									
411256			0	-1	111			1	0	4112560	4112560		411256000	FxEquipHudun	HitCase							
411258			0	1.05				1	0	4112580			411258000									
411260			0	-1				1	0	4112600			411260000									
411261			0	-1				1	0	4112610			411261000									
411262			0	-1				1	0	4112620	4112620			FxPet3YuoffAtkHudunDummy001								
411263			0	0				1	0	4112630	4112010											
411264			0	-1				1	0	4112640			411264000									
411266			0	-1				1	0	4112660			411266000									
411267			0	-1				1	0	4112670			411267000									
411268			0	0.2				1	0	4112680			411268000					1				
411269			0	-1				1	0	4112690			411269000									
411270			0	-1				1	0	4112700			411270000									
411271			0	-1				1	0	4112710			411271000									
411272			0	-1				1	0	4112720	4112720		411272000									
411273			0	0.3				1	0	4112730			411273000					1				
411274			0	-1				1	0	4112740			411274000					1				
411275			0	0				1	0	4112750	4112740							1				
411276			0	-1				1	0	4112760			411276000					1				
411277			0	0				1	0	4112770	4112760							1				
411279			0	-1				1	0	4112790			411279000									
411280			0	-1				1	0	4112800			411280000									
