Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
976401	指路		4.7	0	Attack01					10	6		0		4					
976402	蹲地		999	0	Attack02					10	6		0		4					
976403	蹲地后站起		2.4	0	Attack03					10	6		0		4					
976404	靠墙		999	0	Attack04					10	6		0		4					
976405	靠墙后站立		2.4	0	Attack05					10	6		0		4					
976406	向前推		1.4	0	Attack06					10	6		0		4					
976407	顶住		999	0	Attack07					10	6		0		4					
976408	向下抱住		1.3	0	Attack08					10	6		0		4					
976409	向下打		1.4	0	Attack09					10	6		0		4					
976410	从向下抱住站起		1.3	0	Attack10					10	6		0		4					
976411	持续抱住		999	0	Attack11					10	6		0		4					
976501	指路		4.7	0	Attack01					10	6		0		4					
976502	蹲地		999	0	Attack02					10	6		0		4					
976503	蹲地后站起		2.4	0	Attack03					10	6		0		4					
976504	靠墙		999	0	Attack04					10	6		0		4					
976505	靠墙后站立		2.4	0	Attack05					10	6		0		4					
976506	丢石头		2.2	0	Attack06					10	6		0		4					
933001	追击起手		0.8	0	Attack01					10	6		0		4					
933002	追击		999	0	Attack02					10	6		0		4					
933003	追击大下砸		1	0	Attack03					10	6		0		4					
933004	大下砸拔出		3.6	0	Attack04					10	6		0		4					
933005	近战前攻		5.5	0	Attack05					10	6		0		4					
933006	痛苦状		999	0	Attack06					10	6		0		4					
933007	痛苦挥击		3.8	0	Attack07					10	6		0		4					
933008	倒地痛苦		999	0	Attack08					10	6		0		4					
933201	跃起砸击		4.7	0	Attack01			933260		10	6		0		4					
933202	近身旋转攻击		3.7	0	Attack02			933261		10	6		0		4					
933203	发条无能量		6.2	0	Attack03					10	6		0		4					
933204	发条挥砍		4.7	0	Attack04			933262		10	6		0		4					
933205	双手钉刺	50	2.9	0	Attack05			933263		10	6		0		4					
933206	发射钉子		3.2	0	Attack06					10	6		0		4					
933207	发条充能		3	0	Attack20			933269		10	6		0		4					
933208	直立旋转		999	0	Attack21		933225			10	6		0		4					
933209	侧向旋转		999	0	Attack22		933225			10	6		0		4					
933210	侧向旋转		999	0	Attack23					10	6		0		4					
933211	转后踢击1		2.6	0	Attack24					10	6		0		4					
933212	踢击被弹刀		4	0	Attack25					10	6		0		4					
933213	转后踢击2暂废		1.8	0	Attack26					10	6		0		4					
933214	进入旋转		1.9	0	Attack27					10	6		0		4					
933215	精准礼仪		2.3	0	Attack28					10	6		0		4					
933216	追魂腿	50	3.3	0	Attack29			933204		10	6		0		4					
933217	腿砸		2.4	0	Attack30					10	6		0		4					
933218	龙卷风突刺		2.1	0	Attack31			933204		10	6		0		4					
933219	后跳		1.5	0	Attack32					10	6		0		4					
933220	直立旋转·逆		999	0	Attack41					10	6		0		4					
933221	侧向旋转·逆		999	0	Attack42		933236			10	6		0		4					
933222	侧向旋转·逆		999	0	Attack43		933236			10	6		0		4					
933223	转后踢击1·逆		4	0	Attack44					10	6		0		4					
933224	踢击被弹刀·逆		2	0	Attack45					10	6		0		4					
933225	进入旋转·逆		1.9	0	Attack47					10	6		0		4					
933226	后跳·拼刀专用		1.5	0	Attack32					10	6		0		4					
933227	进入旋转1，衔接用		999	0	Attack27					10	6		0		4					
933228	进入旋转2，衔接用		999	0	Attack47					10	6		0		4					
933229	表演用站立		999	0	Attack80					10	6		0		4					
933230	小后跳·拼刀专用		1.5	0	Attack32					10	6		0		4					
933231	向前的旋转		2	0	Attack22		933225			10	6		0		4					
933401	正义锤击		3.3	0	Attack01					10	6		0		4					
933402	正义暗器	50	5.8	0	Attack02					10	6		0		4					
933403	正义扫臂		2.3	0	Attack03					10	6		0		4					
933404	正义攻击转身		5.4	0	Attack04					10	6		0		4					
933405	正义转身恐吓		5	0	Attack05					10	6		0		4					
933406	正义躺床		999	0	Attack20					10	6		0		4					
933407	正义起身		5.5	0	Attack21					10	6		0		4					
933408	正义躺双层床		999	0	Attack22					10	6		0		4					
933409	正义双层床起身		5.5	0	Attack23					10	6		0		4					
933410	正义坐地		999	0	Attack24					10	6		0		4					
933411	正义躺地起身		3.7	0	Attack25					10	6		0		4					
933412	正义摆烂		999	0	Attack26					10	6		0		4					
933413	正义奋斗		2.3	0	Attack27					10	6		0		4					
933414	正义被挂		999	0	Attack28					10	6		0		4					
933415	正义点头		2.4	0	Attack29					10	6		0		4					
933416	正义摇头		2.8	0	Attack30					10	6		0		4					
933417	正义下蹲		999	0	Attack31					10	6		0		4					
933418	正义前指		4.7	0	Attack32					10	6		0		4					
