Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
410101	召唤	62	0.25	0	Attack01		410009	410005		10	2		2	0	0					
410102	召回	64	0.7	0	Attack02		410013|410006	410010		10	2		2	0	0					
410103	就绪	60	1.7	0	Attack51					10	2		2	0	0					
410104	休闲待机1	65	1.7	0	Attack41					10	2		2	0	0					
410105	休闲待机2	65	3.2	0	Attack43					10	2		2	0	0					
410106	警示待机	65	2.6	0	Attack42					10	2		2	0	0					
410107	出生	61	2	0	Born		410006			10	2		2	0	0					
420101	冲锋物理	63	0.3	0	Attack11		410004			10	1		2	1	0					
420102	冲锋火	63	0.3	0	Attack11		410004			10	1		2	1	0					
420103	冲锋雷	63	0.3	0	Attack11		410004			10	1		2	1	0					
420104	冲锋冰	63	0.3	0	Attack11		410004			10	1		2	1	0					
420105	冲锋暗	63	0.3	0	Attack11		410004			10	1		2	1	0					
420106	冲锋物理-自控	63	0.5	0	Attack11		410004			10	4		2	0	4					
420107	冲锋火-自控	63	0.5	0	Attack11		410004			10	4		2	0	4					
420108	冲锋雷-自控	63	0.5	0	Attack11		410004			10	4		2	0	4					
420109	冲锋冰-自控	63	0.5	0	Attack11		410004			10	4		2	0	4					
420110	冲锋暗-自控	63	0.5	0	Attack11		410004			10	4		2	0	4					
420111	后摇物理	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420112	后摇火	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420113	后摇雷	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420114	后摇冰	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420115	后摇暗	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420116	重击物理	63	1.1	0	Attack13			410003|410017		10	2		2	0	0					
420117	重击火	63	1.1	0	Attack13			410003|410017		10	2		2	0	0					
420118	重击雷	63	1.1	0	Attack13			410003|410017		10	2		2	0	0					
420119	重击冰	63	1.1	0	Attack13			410003|410017		10	2		2	0	0					
420120	重击暗	63	1.1	0	Attack13			410003|410017		10	2		2	0	0					
420121	出生	60	0	0.1	Born					10	2		2	0	0					
420122	冲锋物理	63	0.3	0	Attack11		410004			10	1		2	1	0					
420123	冲锋火	63	0.3	0	Attack11		410004			10	1		2	1	0					
420124	冲锋雷	63	0.3	0	Attack11		410004			10	1		2	1	0					
420125	冲锋冰	63	0.3	0	Attack11		410004			10	1		2	1	0					
420126	冲锋暗	63	0.3	0	Attack11		410004			10	1		2	1	0					
420127	重击物理	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420128	重击火	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420129	重击雷	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420130	重击冰	63	1	0	Attack12			410003|410017		10	2		2	0	0					
420131	重击暗	63	1	0	Attack12			410003|410017		10	2		2	0	0					
411201	出生	61	1	0	Born		410006			10	2		2	0	0					
411202	召唤	62	0.3	0	Stand1		410009	410005		10	2		2	0	0					
411203	召回	64	0.3	0	Attack02		410013|410006	410010		10	2		2	0	0					
411204	就绪	60	3	0	Attack51					10	2		2	0	0					
411205	休闲1	65	3	0	Attack41					10	2		2	0	0					
411206	休闲2	65	3.4	0	Attack43					10	2		2	0	0					
411207	警示	65	3.4	0	Attack43					10	2		2	0	0					
421201	出生	60	0	0.1	Born					10	2		2	0	0					
421202	物理1	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421203	火1	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421204	雷1	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421205	冰1	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421206	暗1	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421207	物理2	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421208	火2	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421209	雷2	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421210	冰2	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421211	暗2	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421212	自动触发主动技1	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
421213	自动触发主动技2	63	1.5	0	Attack11		410004	410003|410017|411203		10	2		2	0	0					
